Name,Current price,Change(%),Open,High,Low,Volume
RELMADA THERAPEUTICS INC.,4.56,16.03,4.36,4.72,4.09,451340
SIMMONS FIRST NATIONAL,18.59,12.21,19.23,19.32,18.19,450064
CARDIOL THERAPEUTICS INC.,1.19,12.46,1.18,1.29,1.17,449424
RELAY THERAPEUTICS INC.,9.11,11.51,9.26,9.27,9.01,449274
CINCINNATI FINANCIAL,110.57,10.21,110.09,110.88,108.57,447315
UMB FINANCIAL CORP.,83.44,1.14,83.25,84.41,79.04,445866
ALTO INGREDIENTS INC.,1.89,2.72,1.88,1.9,1.84,445721
BLACKLINE INC.,60.53,3.15,58.95,60.66,58.89,445119
INDEPENDENT BANK,54.57,12.71,56.69,57.44,52.76,444935
MANGOCEUTICALS INC.,0.3567,11.19,0.343,0.36,0.3371,444776
APPTECH PAYMENTS,1.74,16.78,1.54,1.88,1.53,443695
TFS FINANCIAL CORP.,13.25,10.53,13.38,13.38,12.83,443389
KARUNA THERAPEUTICS INC.,313.5,0.03,313.99,314.15,313.1,442561
RAPID7 INC.,56.42,2.53,55.15,56.61,54.86,440080
FULCRUM THERAPEUTICS INC.,8.02,11.08,7.28,8.06,7.15,440013
GENMAB A/S ADS,28.17,2.03,27.92,28.25,27.67,438514
60 DEGREES PHARMACEUTICALS,0.2865,2.18,0.28,0.299,0.28,437493
VERICEL CORP.,43.65,1.56,43.46,43.91,42.6,437355
NEOGENOMICS INC.,14.8,10.34,15.17,15.22,14.72,437051
GLYCOMIMETICS INC.,2.93,12.33,3.03,3.03,2.74,436692
PORTILLO S INC.,14.09,2.55,13.8,14.1,13.56,435442
NANO-X IMAGING LTD,5.53,1.65,5.49,5.59,5.4,435388
BLACKROCK TCP CAPITAL,11.37,10.96,11.51,11.58,11.22,434034
VALUENCE MERGER,11.24,0.45,11.24,11.24,11.24,433554
NEW YORK MORTGAGE TRUST INC.,7.98,1.79,7.89,7.99,7.73,431277
EXPONENT INC.,89.82,1.85,88.64,90.09,87.97,430936
MINERALYS THERAPEUTICS INC.,12.7,16.41,10.97,12.75,10.97,430749
MSP RECOVERY INC.,1.08,10.92,1.09,1.11,1.06,430096
CRICUT INC.,5.44,3.82,5.26,5.49,5.2,429949
FTAI INFRASTRUCTURE INC.,4.38,2.82,4.26,4.39,4.25,429108
PATTERSON COMPANIES INC.,30.08,0.74,29.86,30.16,29.65,427885
SOTERA HEALTH CO.,15.32,4.08,14.28,15.46,14.28,427617
THE REAL GOOD FOOD CO.,1.18,1.72,1.16,1.23,1.16,425734
INTEGRAL AD SCIENCE HOLDING,15.0,3.09,14.69,15.0,14.63,425730
ANSYS INC.,332.66,1.47,328.66,334.54,327.82,425340
CAPITAL SOUTHWEST,24.31,11.02,24.69,24.69,23.73,425096
MCGRATH RENTCORP,127.73,1.66,126.53,127.85,126.53,425024
TENAYA THERAPEUTICS INC.,4.75,13.1,4.28,4.76,4.21,424544
GOGO INC.,8.99,1.58,8.93,9.08,8.83,423144
OLINK HOLDING AB (PUBL) ADS,24.55,0.29,24.51,24.9,24.51,423057
ALLBIRDS INC.,0.9774,1.87,0.9974,1.01,0.9425,423046
ENVERIC BIOSCIENCES INC.,0.9034,21.75,0.72,0.96,0.6604,422702
REDWOODS ACQUISITION,10.78,0.0,10.77,10.78,10.77,421854
GROUPON INC.,14.04,2.78,13.68,14.24,13.53,421715
CALAVO GROWERS INC.,24.5,16.09,24.5,24.89,21.42,421446
RICHTECH ROBOTICS INC.,2.05,19.29,2.28,2.32,1.94,421286
MGP INGREDIENTS INC.,83.79,11.37,85.02,85.24,81.11,421239
ARBUTUS BIOPHARMA,2.4,1.27,2.4,2.41,2.36,420049
BEACON ROOFING SUPPLY INC.,83.73,1.01,83.35,84.2,82.66,419962
EVERQUOTE INC.,13.75,8.87,13.3,14.29,13.13,419931
VERITEX HOLDINGS INC.,20.4,12.9,21.2,21.39,19.73,419293
REVOLUTION MEDICINES INC.,28.26,1.84,27.84,28.41,27.4,417673
IONIS PHARMACEUTICALS INC.,50.97,10.82,51.71,51.71,50.7,417415
MORPHIC HOLDING INC.,34.68,9.44,31.78,34.8,31.39,417366
ALGOMA STEEL GROUP INC.,8.41,0.84,8.41,8.45,8.27,415722
ZYNEX INC.,11.66,11.52,11.93,12.13,11.64,415711
COMMVAULT SYSTEMS INC.,94.64,3.23,91.14,94.84,90.63,413393
AGAPE ATP CORP.,0.64,10.36,0.5973,0.65,0.565,412914
WOODWARD INC.,138.39,0.45,137.88,138.96,136.13,412206
ZILLOW GROUP INC.,56.63,2.8,56.0,56.99,55.72,409036
ASCENDIS PHARMA A/S ADS,141.63,9.0,130.6,141.81,129.24,407231
COMTECH TELECOM,6.52,3.0,6.92,7.13,6.23,406364
ROMA GREEN FINANCE,0.751,4.87,0.7161,0.76,0.6801,406071
JET.AI INC.,0.9,110.0,0.97,1.0,0.85,405025
LEONARDO DRS INC.,19.88,2.42,19.55,19.88,19.39,404793
ARCELLX INC.,63.82,3.2,62.36,64.86,62.1,404784
TREACE MEDICAL CONCEPTS INC.,14.19,5.27,13.72,14.2,13.47,401570
FIVE9 INC.,75.36,10.66,76.43,76.71,74.39,401510
TANGO THERAPEUTICS INC.,12.28,4.51,11.94,12.43,11.76,401409
CIMPRESS PLC,91.53,21.68,89.8,98.99,86.61,401239
ICAHN ENTERPRISES L.P. DEPOSITARY UNITS,18.59,1.86,18.59,18.76,18.27,401009
LIBERTY BROADBAND,81.22,3.53,79.11,81.27,78.59,400794
FIRST FINANCIAL BANCORP.,22.36,10.27,22.63,22.88,21.83,400128
INHIBRX INC.,37.97,11.45,38.72,39.0,37.7,399900
ORASURE TECHNOLOGIES INC.,7.5,1.76,7.4,7.53,7.26,399663
REGENXBIO INC.,12.68,2.92,12.33,12.82,12.06,399158
AVEPOINT INC.,7.81,1.43,7.7,7.82,7.68,399137
GOLDEN HEAVEN GROUP HLD.,0.61,2.95,0.6056,0.688,0.6,398499
PERION NETWORK LTD,29.36,10.31,29.67,29.67,28.54,397466
IRIDIUM COMMUNICATIONS INC,35.99,10.74,36.52,36.72,35.77,397075
PHOTRONICS INC.,30.38,3.97,29.75,30.42,29.55,396751
LEGEND BIOTECH CORP.,56.22,2.11,55.23,56.26,54.59,396158
OLLIE S BARGAIN OUTLET HLD.,74.4,3.43,71.95,74.41,71.42,395897
RHYTHM PHARMACEUTICALS INC.,46.33,5.03,44.65,46.71,43.9,395025
LAUREATE EDUCATION INC.,12.96,2.69,12.66,13.03,12.66,394209
CERENCE INC.,20.19,0.85,20.18,20.64,19.68,394205
THE VITA COCO CO.,20.06,1.88,19.75,20.17,19.55,393510
CORMEDIX INC.,3.04,3.05,3.0,3.09,2.92,393354
SCHOLAR ROCK HOLDING,14.94,7.1,14.08,15.03,13.93,393108
VERTEX INC.,25.27,4.16,24.41,25.28,24.41,390510
COUCHBASE INC.,26.18,4.72,25.31,26.21,25.26,390444
CARDIO DIAGNOSTICS HLD.,2.28,4.59,2.21,2.32,2.13,389968
BROOKLINE BANCORP INC.,10.54,12.59,10.93,11.0,10.26,389900
SPROUT SOCIAL INC,62.0,1.09,62.19,62.68,60.46,389460
PETROS PHARMACEUTICALS INC.,1.21,0.0,1.21,1.25,1.12,388709
REVIVA PHARMACEUTICALS HLD.,3.81,11.8,3.86,3.91,3.73,388029
ULTRA CLEAN HOLDINGS INC.,38.77,1.49,38.42,39.2,38.19,387964
ABVC BIOPHARMA INC.,1.51,10.66,1.49,1.52,1.41,387908
DASEKE INC.,8.15,0.12,8.15,8.16,8.14,387848
HERITAGE COMMERCE CORP,8.63,12.92,8.96,9.11,8.47,387620
MERCURY SYSTEMS INC,30.7,3.51,29.96,30.73,29.2,386960
RENEW ENERGY GLOBAL PLC SHARES,6.63,12.07,6.77,6.8,6.6,386743
EYENOVIA INC.,1.9,4.4,1.85,1.91,1.77,386498
MERUS N.V.,36.09,1.15,36.35,36.35,35.57,385211
CYBERARK SOFTWARE,236.07,1.11,236.0,239.92,234.99,384845
FORWARD AIR CORP.,43.72,11.38,44.26,44.51,43.09,384224
RIBBON COMMUNICATIONS INC.,3.18,4.61,3.09,3.19,3.09,383797
ATRICURE INC.,33.68,11.12,34.15,34.47,33.44,383420
AGORA INC. ADS,2.92,4.29,2.81,2.96,2.8,381652
PRIME MEDICINE INC.,6.71,5.67,6.44,6.74,6.28,380723
BIOCARDIA INC.,0.4436,12.12,0.45,0.45,0.4171,380669
WILLIS TOWERS WATSON PUBLIC,247.28,0.4,244.49,247.93,242.54,380072
SILK ROAD MEDICAL INC.,15.56,2.84,15.23,15.59,14.82,379335
INTUIT INC.,633.14,0.29,631.52,634.88,623.2,378849
ATERIAN INC.,0.3099,4.34,0.2911,0.31,0.2906,378672
TRUSTMARK CORP.,27.15,0.59,27.25,27.45,26.12,377697
WSFS FINANCIAL CORP.,43.66,11.91,44.66,45.02,41.98,377435
ABEONA THERAPEUTICS INC.,4.3,5.65,4.35,4.45,4.03,377430
UPBOUND GROUP INC.,33.23,0.09,33.28,33.51,32.37,374886
CHANSON INTERNATIONAL HOLDING,1.51,10.22,1.35,1.63,1.35,374060
WRAP TECHNOLOGIES INC.,3.88,2.37,3.88,3.96,3.67,373615
LOGITECH INTERNATIONAL S.A. REGISTERED,85.2,2.17,83.84,85.44,83.24,373470
MONTAUK RENEWABLES INC.,7.01,1.45,6.98,7.2,6.88,373245
BRUKER CORP.,72.58,1.5,71.77,72.77,71.21,372867
TRANSMEDICS GROUP INC.,88.54,3.23,85.45,88.81,83.65,372453
ORCHARD THERAPEUTICS PLC ADS,16.7,0.0,16.65,16.72,16.63,372349
VEECO INSTRUMENTS INC.,32.33,1.41,32.05,32.42,31.68,372034
VUZIX CORP.,1.65,11.2,1.69,1.74,1.61,371535
AERSALE CORP.,9.17,11.4,9.34,9.51,9.17,371496
PACIRA BIOSCIENCES INC.,31.77,12.52,32.65,32.65,31.7,370896
ATOSSA THERAPEUTICS INC.,0.8396,11.69,0.85,0.86,0.8304,369288
GLADSTONE CAPITAL,10.54,10.57,10.62,10.65,10.34,368807
WAFD INC.,28.57,11.62,29.28,29.3,27.31,368579
EXLSERVICE HOLDINGS INC.,31.94,2.11,31.45,31.94,31.13,368184
CARPARTS.COM INC.,2.8,4.09,2.71,2.8,2.67,368039
KLA CORP.,599.1,0.85,598.78,602.04,594.64,367039
EAGLE BANCORP INC.,24.16,12.54,25.01,25.15,22.8,366850
SUNCAR TECHNOLOGY GROUP INC.,9.5,5.56,9.0,10.0,9.0,366535
AKERO THERAPEUTICS INC.,20.98,12.92,21.87,22.02,20.87,366452
SYNAPTICS INC.,106.78,10.03,107.33,107.92,104.7,366425
VINCERX PHARMA INC.,1.19,19.16,1.35,1.43,1.08,365175
VERA BRADLEY INC.,7.87,2.47,7.71,7.89,7.59,364527
G-III APPAREL GROUP,30.9,2.69,30.26,30.98,30.07,362631
THERAVANCE BIOPHARMA INC.,9.16,13.38,9.47,9.47,9.07,362515
BIORESTORATIVE THERAPIES INC.,2.16,32.52,1.76,2.39,1.75,362385
GUARDION HEALTH SCIENCES INC.,8.71,3.94,8.1,8.79,7.62,362077
HUMACYTE INC.,3.41,2.71,3.4,3.43,3.2,361927
GOSSAMER BIO INC.,0.829,11.31,0.9,0.92,0.7605,361897
NXU INC.,0.917,12.45,0.9,0.958,0.885,360867
PHILLIPS EDISON & CO.,35.39,1.96,34.79,35.4,34.56,360552
EVOLV TECHNOLOGIES HLD.,4.49,2.75,4.4,4.5,4.36,360382
LAM RESEARCH CORP.,832.21,0.85,831.85,836.07,824.04,360154
INTRA-CELLULAR THERAPIES INC.,68.19,1.26,67.76,68.74,67.33,359934
KYMERA THERAPEUTICS INC.,32.68,10.31,33.28,33.46,32.17,359924
OPEN TEXT CORP.,44.09,1.1,43.81,44.28,43.56,359404
PONO CAPITAL TWO INC.,10.85,10.46,10.85,10.85,10.85,359200
OPEN LENDING CORP.,7.23,11.5,7.38,7.48,7.07,358906
FUTU HOLDINGS LTD.,46.9,0.39,47.04,47.42,46.36,358173
VERACYTE INC.,25.36,1.36,25.28,25.85,24.81,357777
INOZYME PHARMA INC.,5.64,2.55,5.53,5.67,5.46,356400
AMBARELLA INC.,51.92,11.22,53.13,53.23,51.53,355855
ORGANOGENESIS HLD.,3.43,3.94,3.33,3.45,3.31,354795
BUKIT JALIL GLOBAL ACQUISITION 1,10.47,0.19,10.46,10.47,10.46,354679
XOMETRY INC.,34.94,8.58,33.02,34.97,32.4,354566
THE ENSIGN GROUP INC.,115.35,1.88,113.22,115.76,112.29,354072
SPRUCE BIOSCIENCES INC.,3.44,16.01,3.66,3.9,2.87,352014
MIND MEDICINE (MINDMED) INC.,4.09,5.96,3.9,4.12,3.82,351710
ADEIA INC.,12.53,3.21,12.2,12.53,12.18,351205
SCILEX HOLDING CO.,1.62,11.22,1.65,1.7,1.57,351160
X3 HOLDINGS CO.,1.45,8.21,1.41,1.53,1.24,349291
IDEANOMICS INC.,0.9551,13.52,0.9702,1.01,0.93,349197
JAZZ PHARMACEUTICALS PLC,123.68,0.78,122.52,124.41,121.8,347114
NMI HOLDINGS INC,31.88,10.13,31.92,32.01,31.3,346642
SHF HOLDINGS INC.,1.0,12.91,1.03,1.05,0.98,346114
CARGURUS INC.,23.66,1.81,23.36,23.68,23.08,345423
IMMUNOME INC.,16.45,10.72,16.9,17.0,16.12,345145
AKERNA CORP.,0.3251,17.14,0.354,0.354,0.325,344623
STAAR SURGICAL CO.,28.7,2.46,28.5,29.03,28.02,343067
NGM BIOPHARMACEUTICALS INC.,1.49,12.61,1.53,1.53,1.48,343006
AXCELIS TECHNOLOGIES INC.,130.69,0.49,131.8,132.16,127.43,342510
AGIOS PHARMACEUTICALS INC.,22.96,1.5,22.71,23.0,22.23,341953
ESPORTS ENTERTAINMENT GROUP,2.79,13.41,2.57,2.89,2.5,340190
MKS INSTRUMENTS INC.,108.25,1.69,107.28,108.6,106.16,338259
VOYAGER THERAPEUTICS INC.,7.56,3.99,7.33,7.59,7.23,337266
PHATHOM PHARMACEUTICALS INC.,6.66,10.6,6.8,6.84,6.5,336423
INNOVIVA INC.,16.29,0.56,16.25,16.49,16.13,336418
INOVIO PHARMACEUTICALS INC.,5.31,11.48,5.43,5.6,5.1,335755
ACCOLADE INC.,11.73,3.62,11.47,11.77,11.26,335297
PROGRESS SOFTWARE,57.93,1.97,56.81,57.99,56.28,334343
OCEANFIRST FINANCIAL,16.72,12.96,17.39,17.57,16.16,334245
PERSONALIS INC.,1.29,13.73,1.36,1.4,1.28,334024
I-MAB ADS,1.82,2.82,1.81,1.86,1.73,333686
BIT ORIGIN LTD.,8.57,21.05,7.03,8.6,6.11,332647
GREENWAVE TECHNOLOGY SOLUTIONS,0.92,11.52,0.8505,0.93,0.835,332510
EVERBRIDGE INC.,23.9,6.89,22.46,23.92,22.26,331536
DEFINITIVE HEALTHCARE,8.59,1.06,8.59,8.77,8.54,331437
ALNYLAM PHARMACEUTICALS INC.,174.92,1.16,173.54,176.35,172.2,330742
ANGI INC.,2.42,2.11,2.39,2.47,2.38,330668
ZEROFOX HOLDINGS INC.,0.914,4.08,0.8782,0.96,0.8602,330359
LIFEMD INC.,5.8,3.76,5.62,5.83,5.6,330168
OPERA LTD.,10.87,11.0,11.03,11.14,10.7,329603
PROGYNY INC.,38.76,1.76,37.89,38.8,37.31,329058
VERONA PHARMA PLC ADS,18.52,0.93,18.8,19.1,18.47,329051
KINIKSA PHARMACEUTICALS,18.21,3.29,17.69,18.45,17.52,328442
PLAYA HOTELS & RESORTS N.V.,8.48,2.17,8.36,8.51,8.3,328339
ADVANTAGE SOLUTIONS INC.,4.14,2.73,4.22,4.22,4.03,327428
MICROSTRATEGY INC.,503.48,0.45,501.8,515.06,495.96,327405
HYZON MOTORS INC.,0.7902,2.62,0.7606,0.8099,0.7577,327384
PROKIDNEY,1.29,11.53,1.34,1.34,1.25,326292
COMPASS THERAPEUTICS INC.,1.25,13.85,1.31,1.33,1.22,326101
DUOLINGO INC.,181.43,1.42,182.0,182.08,174.71,325872
QUINSTREET INC.,12.88,1.66,12.72,13.27,12.72,325481
VERITONE INC.,1.7,3.03,1.74,1.84,1.69,322399
NETSCOUT SYSTEMS INC.,21.84,1.53,21.5,21.84,21.48,321376
ONTRAK INC.,0.2116,13.77,0.229,0.2298,0.2015,321147
ARCTURUS THERAPEUTICS HLD.,34.67,5.16,33.31,35.0,32.33,320660
FUNKO INC.,7.42,4.95,7.15,7.46,6.85,319943
RUSH ENTERPRISES INC.,46.23,2.94,45.17,46.34,45.13,319446
WESTROCK COFFEE CO.,10.46,0.97,10.35,10.53,10.12,318336
MAMA S CREATIONS INC.,4.44,3.02,4.41,4.59,4.35,317957
AXSOME THERAPEUTICS INC.,93.45,3.8,90.53,94.01,90.0,317059
JOURNEY MEDICAL,4.51,17.01,4.73,4.79,4.05,315358
IMMATICS N.V.,11.35,10.09,11.44,11.49,11.27,315108
ALAUNOS THERAPEUTICS INC.,2.03,119.76,2.31,2.39,1.9,314751
RUNWAY GROWTH FINANCE,13.35,1.06,13.25,13.44,13.11,314222
ARGO BLOCKCHAIN PLC ADS,2.1,4.48,2.02,2.13,1.97,313734
LANCASTER COLONY,204.04,11.02,195.46,215.31,189.24,313200
LANDSTAR SYSTEM INC.,190.86,10.45,189.0,191.88,181.39,312897
AEMETIS INC,3.64,0.0,3.7,3.86,3.53,311537
SKYWEST INC.,54.09,1.56,53.51,54.21,52.78,311094
TOP KINGWIN LTD,1.46,0.0,1.44,1.48,1.44,311010
VICTORY CAPITAL HLD.,34.33,1.78,33.83,34.33,33.39,310663
BIOATLA INC.,1.88,11.57,1.91,1.91,1.77,309974
FRONTDOOR INC.,33.17,1.25,32.79,33.18,32.49,309142
CDW CORP.,230.08,1.48,227.56,230.19,225.38,308849
LIBERTY LATIN AMERICA,7.27,2.11,7.14,7.32,7.14,308339
HYDROFARM HLD.,1.0,1.01,1.01,1.04,0.98,308029
KEZAR LIFE SCIENCES INC.,0.95,13.99,0.9897,0.998,0.9276,307647
SPORTSMAN S WAREHOUSE HLD.,3.67,14.68,3.85,3.9,3.63,307624
SUPERCOM,0.2199,13.85,0.2299,0.23,0.2081,306983
VAREX IMAGING CORP.,19.56,1.5,19.27,19.59,19.15,306952
CERAGON NETWORKS,2.42,11.63,2.45,2.46,2.39,306822
COGNYTE SOFTWARE,7.13,0.71,7.15,7.29,7.01,305896
SOLENO THERAPEUTICS INC.,46.92,1.23,47.2,47.93,45.64,305618
QIFU TECHNOLOGY INC ADS,14.36,0.07,14.5,14.68,14.24,305507
ZAI LAB LTD.,22.51,4.36,22.25,23.01,22.13,305500
NEUROSENSE THERAPEUTICS,1.29,3.2,1.29,1.33,1.25,303880
ALDEYRA THERAPEUTICS INC.,3.19,1.92,3.15,3.24,3.13,303676
POTLATCHDELTIC CORP.,45.75,2.28,44.85,45.81,44.72,303378
BRP GROUP INC.,22.7,1.16,22.61,22.83,21.8,302940
STRUCTURE THERAPEUTICS,45.07,3.32,43.98,45.88,43.45,302896
PRESTO AUTOMATION INC.,0.2075,15.25,0.2203,0.23,0.1918,301999
UNIVERSAL DISPLAY,171.03,0.74,171.0,171.21,167.9,301403
INARI MEDICAL INC.,57.72,1.35,56.95,58.56,56.7,301113
KEEN VISION ACQUISITION,10.39,0.0,10.39,10.39,10.39,301000
MOTUS GI HOLDINGS INC.,0.65,18.45,0.66,0.6899,0.6319,300107
DAY ONE BIOPHARMACEUTICALS,15.49,2.92,15.27,15.51,15.11,299905
ZYMEWORKS INC.,10.98,1.29,10.88,11.08,10.68,299845
MERIT MEDICAL SYSTEMS INC.,80.03,2.21,78.57,80.08,77.35,299798
PETMED EXPRESS INC.,6.3,1.45,6.29,6.51,6.26,298851
AZENTA INC.,66.13,1.43,65.63,66.86,65.15,297997
UNITED THERAPEUTICS,215.97,0.55,214.97,217.71,213.5,296904
DMC GLOBAL INC.,17.06,0.24,17.41,17.61,16.98,296810
ARGENX SE ADS,385.58,1.33,378.68,385.98,378.28,293447
OXFORD SQUARE CAPITAL,3.06,0.33,3.06,3.07,3.04,293342
WAFD INC. DEPOSITARY SHARES,16.97,11.57,17.12,17.6,16.75,293246
WINGSTOP INC.,287.59,2.31,282.02,288.38,282.02,292074
COMMERCE BANCSHARES INC.,51.81,10.59,52.36,52.62,50.26,291275
HEALTH CATALYST INC,9.87,1.02,9.87,9.97,9.49,291043
JACK HENRY & ASSOCIATES INC.,166.67,0.51,165.83,168.79,164.32,290828
SMART FOR LIFE INC.,1.16,110.77,1.29,1.43,1.08,290760
PAYLOCITY HOLDING,160.0,1.0,159.64,162.46,156.99,290436
MULLEN AUTOMOTIVE INC.,7.27,3.56,7.15,7.45,7.03,289332
THOUGHTWORKS HOLDING INC.,4.78,2.14,4.71,4.79,4.61,289069
SLR INVESTMENT,15.14,10.79,15.31,15.34,15.02,288141
TROOPS INC.,1.99,4.74,1.86,2.07,1.7,287521
FTC SOLAR INC.,0.5244,4.57,0.5015,0.5349,0.5015,286416
POLAR POWER INC.,0.344,19.47,0.38,0.38,0.3207,286308
THE FIRST OF LONG ISLAND,12.25,1.91,12.05,12.35,11.68,285887
MIRUM PHARMACEUTICALS INC.,26.59,0.49,26.49,26.87,26.14,284553
INNODATA INC.,10.8,4.15,10.57,11.18,10.38,284146
SHOCKWAVE MEDICAL INC.,231.78,2.44,229.02,234.04,226.47,284039
HEALTHEQUITY INC.,75.62,0.05,75.17,76.25,74.85,283823
EARLYWORKS CO.,0.466,121.0,0.4966,0.4989,0.44,283792
THE COOPER COMPANIES INC.,381.52,2.28,374.69,381.52,372.74,282222
ROPER TECHNOLOGIES INC.,545.81,1.64,538.57,546.26,534.81,282220
EQUINIX INC.,846.33,2.0,826.53,847.99,824.79,281855
EPSILON ENERGY LTD.,4.9,14.11,5.17,5.2,4.9,281263
REPLIGEN CORP.,192.71,1.75,190.56,192.83,186.33,280740
KEROS THERAPEUTICS INC.,57.22,3.36,56.13,58.0,55.37,280365
ICON PLC,260.5,10.14,262.26,268.34,256.21,279389
P3 HEALTH PARTNERS INC.,1.21,0.0,1.21,1.35,1.13,279237
META MATERIALS INC.,3.61,15.5,3.89,3.89,3.34,278893
MAWSON INFRASTRUCTURE GROUP,2.19,10.9,2.21,2.24,2.08,278812
AVROBIO INC.,1.27,0.79,1.25,1.28,1.25,278477
JAMF HOLDING CORP.,18.73,1.02,18.65,18.78,18.46,278125
ANNEXON INC.,4.24,1.92,4.17,4.26,3.95,277981
ATHIRA PHARMA INC.,3.25,2.52,3.18,3.4,3.16,277445
PROCESSA PHARMACEUTICALS INC.,2.32,11.69,2.42,2.44,2.26,276996
CONSTRUCTION PARTNERS INC.,47.24,3.82,45.7,47.28,45.4,276641
MONDAY.COM,211.12,0.51,211.92,212.24,201.65,276235
BIONTECH SE ADS,94.51,10.56,94.83,94.85,92.95,276077
URGENT.LY INC.,2.14,1.42,2.15,2.28,1.91,275975
EAGLE PHARMACEUTICALS INC.,6.08,3.75,5.85,6.14,5.81,275948
CRACKER BARREL OLD COUNTRY STORE,81.3,5.11,78.36,81.58,78.35,275385
INDEPENDENT BANK GROUP INC,46.08,14.69,48.91,48.93,44.84,275062
AIR TRANSPORT SERVICES GROUP,15.13,12.32,15.58,15.82,14.95,274035
CARGO THERAPEUTICS INC.,22.5,2.23,22.63,23.77,22.0,271627
BIGCOMMERCE HLD.,8.18,0.0,8.28,8.34,8.09,270475
TELOS CORP.,3.94,12.48,4.04,4.11,3.88,270190
ARQIT QUANTUM INC.,0.45,11.19,0.45,0.4699,0.4417,270173
CNS PHARMACEUTICALS INC.,0.2525,1.81,0.253,0.253,0.24,270093
PERDOCEO EDUCATION,18.43,1.82,18.12,18.51,18.12,269664
THE CHEFS WAREHOUSE INC.,32.98,3.65,32.09,33.03,31.77,269069
ANAPTYSBIO INC.,24.25,2.75,23.68,24.29,22.99,267772
SEELOS THERAPEUTICS INC.,0.99,12.94,1.01,1.05,0.96,267677
SILENCE THERAPEUTICS PLC ADS,21.57,14.18,22.67,22.98,20.71,267557
CSG SYSTEMS INTERNATIONAL INC.,50.74,0.85,50.29,50.81,49.93,266672
DELCATH SYSTEMS INC.,4.72,11.46,4.85,4.88,4.55,266409
NURIX THERAPEUTICS INC.,8.15,3.16,7.94,8.34,7.83,266364
HEALTHCARE SERVICES GROUP INC.,9.58,1.48,9.47,9.64,9.31,266150
BLADE AIR MOBILITY INC.,3.02,1.34,3.03,3.11,2.89,266033
UROGEN PHARMA,15.9,1.27,15.76,16.05,15.4,265665
CARA THERAPEUTICS INC.,0.5609,10.83,0.5521,0.5815,0.531,265296
GLADSTONE INVESTMENT,14.09,12.22,14.41,14.41,13.87,264869
CASSAVA SCIENCES INC.,23.84,10.46,24.27,24.27,23.42,264723
MIMEDX GROUP INC,7.88,1.81,7.8,7.98,7.69,264547
LONGEVERON INC.,0.5107,15.25,0.546,0.546,0.48,264520
CATHAY GENERAL BANCORP,40.12,12.55,41.46,41.74,38.88,263856
MILLERKNOLL INC.,27.27,2.56,26.84,27.27,26.4,263804
AWARE INC.,1.75,12.9,1.57,1.84,1.55,263023
BIT BROTHER LTD.,3.1,1.64,3.22,3.22,3.03,262672
MANHATTAN ASSOCIATES INC.,249.07,2.68,243.08,249.26,241.96,262596
SIGA TECHNOLOGIES INC.,4.82,11.23,4.91,4.92,4.8,262589
IMMUNIC INC.,1.23,3.36,1.21,1.24,1.2,261933
TILE SHOP HOLDINGS INC.,6.32,12.62,6.54,6.55,6.2,261787
SKYWARD SPECIALTY INSURANCE GROUP,30.13,13.12,31.07,31.4,29.88,260538
AUGMEDIX INC.,4.51,2.04,4.45,4.6,4.45,260217
ELECTRAMECCANICA VEHICLES,0.276,3.33,0.275,0.277,0.2651,259211
ASSURE HOLDINGS,0.2523,3.02,0.2411,0.2699,0.2303,259156
ACUMEN PHARMACEUTICALS INC.,3.11,12.2,3.22,3.23,3.06,258415
POWELL INDUSTRIES INC.,116.0,12.13,120.0,120.18,112.75,258284
VIRCO MANUFACTURING,11.84,11.17,12.09,12.16,11.44,258223
EUROPEAN WAX CENTER INC.,15.34,3.37,14.83,15.35,14.83,258019
RESHAPE LIFESCIENCES INC.,0.208,10.57,0.209,0.2119,0.2022,257371
NATIONAL CINEMEDIA INC.,4.05,10.98,4.11,4.2,3.99,256562
PIERIS PHARMACEUTICALS INC.,0.1799,12.7,0.1884,0.1884,0.1752,256398
NCINO INC.,31.03,11.43,31.71,31.71,30.71,255910
PAPA JOHN S INTERNATIONAL INC.,75.7,3.02,74.13,76.0,73.14,255227
TRIMAS CORP.,24.64,10.16,24.78,24.93,24.33,254949
CONCENTRIX CORP.,89.28,0.46,89.72,90.3,87.37,254008
MALIBU BOATS INC.,44.89,7.52,41.75,44.94,41.49,253625
CARDIFF ONCOLOGY INC.,1.61,3.21,1.56,1.71,1.56,253349
JOYY INC. ADS,31.36,2.28,30.97,31.64,30.77,253209
INSULET CORP.,195.4,2.37,193.0,195.76,189.15,251105
DIME COMMUNITY BANCSHARES INC.,21.83,14.3,22.98,23.27,21.03,250469
AERWINS TECHNOLOGIES INC.,0.0924,10.65,0.0925,0.095,0.09,250147
PLAYSTUDIOS INC.,2.28,3.64,2.19,2.3,2.17,249661
ARHAUS INC.,11.93,2.05,11.82,11.99,11.56,249493
LEAP THERAPEUTICS INC.,3.22,7.33,3.02,3.22,2.85,249177
VITAL FARMS INC.,15.14,5.29,14.5,15.2,14.41,248902
BJ S RESTAURANTS INC.,36.07,4.22,34.92,36.14,34.72,248831
PHARVARIS N.V.,29.95,0.17,29.81,30.35,29.5,247979
AQUA METALS INC.,0.602,13.15,0.655,0.655,0.59,247387
XENON PHARMACEUTICALS INC.,46.43,2.68,45.43,47.03,45.1,246871
